id,SalePrice
1431,185856.62021704315
1019,177552.16982346444
362,139895.9723809173
1002,88846.26761290108
539,135286.0110513281
1422,138154.65128697897
1178,118024.14560628773
1292,113448.3010931502
782,175659.10500431177
1448,249318.1386321593
775,280054.60230800667
673,176794.53587608898
234,125793.96780810504
427,241764.57229959365
197,312995.69532576186
1227,221466.53066770604
82,167238.36147478968
1369,135173.9821656359
1126,113561.03195882725
112,181112.97759132553
1244,414747.21116863977
745,224217.6027022929
938,236575.39234970772
345,94421.71059958258
1233,107643.01599519489
866,135244.44820344858
1089,147673.98841046152
351,277065.12609812693
589,236690.7791483337
1428,132957.18682601154
949,214621.20740694774
1450,86427.55362087446
990,196011.45660656985
678,116796.82435318676
479,302599.3022493614
1272,177147.5491525127
1411,218214.59510618198
480,115672.75562368869
1362,272451.83429936925
803,207233.36449276298
652,109646.02223742663
723,117573.97034618218
255,138011.61084093078
1067,183322.96543801506
639,83923.97290031823
800,153219.295954619
381,148852.7097475033
304,134974.3767209178
87,183310.56450950567
1386,120177.45831096069
266,182310.67870328898
794,220338.8095260776
1446,123455.11528926637
809,136020.0934718789
1100,169566.50355044412
606,219426.96915519936
702,144885.51767870164
222,212517.14538190665
114,211107.57464018711
549,117076.46679183972
1074,144411.76265543586
175,183307.71414183598
515,96192.71526041561
1351,199325.97465534063
1146,127673.26430244278
966,175404.4606510748
937,190666.5276426602
286,170938.5450484146
1311,316486.5953493696
343,83267.38274764163
1166,207878.58498451463
32,136029.82136614592
874,137822.5686505727
211,87512.01970010447
925,197995.5845493492
406,145244.02096681576
771,127609.03039319676
382,209065.70461196726
890,156159.49283535912
1201,96627.3669538425
189,144177.896350584
894,147433.88905020582
1328,141864.35190385423
421,208987.35161020825
579,162240.44616040462
84,121465.50324459632
1275,141208.30903955028
49,94927.3278018657
156,87346.00431141924
974,199970.4247669284
1111,185625.97752227072
951,137573.4850238031
1031,135331.98891244514
1436,185887.11626744876
1197,240225.11110501952
1443,357773.02278167283
482,359595.38968608144
180,112938.55381560596
860,235136.7391432526
1214,137249.38940470666
584,241921.16472374866
478,333266.9175620231
1406,274648.45176976325
1147,179906.87146086004
1167,241241.39249268087
347,143798.09793611313
1215,124159.05956903401
1138,86765.94553527684
1366,210003.36559123822
655,332543.6678568211
989,189187.72768670935
244,135463.88805175523
1343,237065.9547047688
1058,256949.10774203346
1419,124557.59012867673
1024,180929.96612306248
811,170706.4006671479
1385,115173.95406700904
627,123921.72378550596
814,152161.37098247017
840,124239.12923389189
371,182904.95217836244
55,119405.73108731823
535,212310.09565303815
786,170050.91528789417
313,127928.30636045885
1175,216654.0111913282
110,201332.18337482167
431,93027.59467498206
101,224131.64280196713
514,143005.44568980826
1191,183756.8472521223
267,195609.05519479365
1291,163868.2174764603
297,130432.86731767788
507,226638.2287051942
902,148649.00073556448
810,128914.06959815235
378,265567.4068769027
287,189115.6851322946
1401,121646.87286215328
1049,136349.12425942274
127,126068.22596819191
619,330480.3695113628
293,135677.56154773093
528,416544.9023779605
1256,133222.29173291248
483,168420.61932859922
356,171784.4438862314
171,127629.48786308414
1196,172505.4990582172
662,388833.6411868666
1235,108901.32754792845
210,155019.3383518213
486,144573.7415173784
141,101831.91531155455
1190,193396.72077950338
944,146722.31748529704
622,236503.82055918605
1158,204329.94820939234
1323,236759.65770845092
705,218330.05400405193
1324,91174.58334507098
200,323958.06341094984
494,145935.87776989234
665,369964.0946386729
1340,123247.02786660197
1059,350837.0927710468
1188,275204.61418200453
11,126547.02238092764
148,212909.93789749753
765,263307.8433987092
283,207335.16821169227
299,174658.23622102145
919,270613.074907263
292,112778.1038044783
820,214230.8620764107
574,179527.74437789034
1455,199991.4804217722
550,226229.83315142733
463,113957.91768579866
130,145698.9674262142
846,174794.32307188818
332,130736.92592677803
324,125563.8808160859
651,204964.18994764303
440,136381.09823015245
799,395595.9898321475
